payment_id,invoice_id,customer_id,payment_date,amount_paid,method,status
PAY00003797,INV0003797,C10256,2025-04-04,809.1,card,settled
PAY00003798,INV0003798,C10256,2025-05-03,899.0,ach,settled
PAY00003799,INV0003799,C10256,2025-06-04,894.0,wire,settled
PAY00003800,INV0003800,C10256,2025-07-02,674.25,ach,settled
PAY00003801,INV0003801,C10256,2025-08-01,674.25,wire,settled
PAY00003802,INV0003802,C10256,2025-09-02,889.0,card,settled
PAY00003803,INV0003803,C10257,2023-12-08,199.0,card,settled
PAY00003804,INV0003804,C10257,2024-01-01,179.1,wire,settled
PAY00003805,INV0003805,C10257,2024-02-08,199.0,card,settled
PAY00003806,INV0003806,C10257,2024-03-06,199.0,wire,settled
PAY00003807,INV0003807,C10257,2024-04-01,199.0,card,settled
PAY00003808,INV0003808,C10257,2024-05-01,199.0,ach,settled
PAY00003809,INV0003809,C10257,2024-06-06,174.0,wire,settled
PAY00003810,INV0003810,C10257,,0.0,,failed
PAY00003811,INV0003811,C10257,2024-08-01,184.0,wire,settled
PAY00003812,INV0003812,C10257,2024-09-01,194.0,wire,settled
PAY00003813,INV0003813,C10257,2024-10-04,149.25,card,settled
PAY00003814,INV0003814,C10257,2024-11-04,169.15,wire,settled
PAY00003815,INV0003815,C10257,2024-12-02,194.0,wire,settled
PAY00003816,INV0003816,C10257,,0.0,,failed
PAY00003817,INV0003817,C10257,2025-02-04,174.0,ach,settled
PAY00003818,INV0003818,C10257,2025-03-04,179.1,wire,settled
PAY00003819,INV0003819,C10257,,0.0,,failed
PAY00003820,INV0003820,C10257,2025-05-01,189.0,ach,settled
PAY00003821,INV0003821,C10257,2025-06-11,174.0,card,settled
PAY00003822,INV0003822,C10257,2025-07-03,169.15,ach,settled
PAY00003823,INV0003823,C10257,2025-09-10,199.0,card,settled
PAY00003824,INV0003824,C10257,2025-09-08,169.15,ach,settled
PAY00003825,INV0003825,C10258,2024-07-01,159.2,ach,settled
PAY00003826,INV0003826,C10258,2024-08-26,179.1,ach,settled
PAY00003827,INV0003827,C10258,2024-09-01,169.15,ach,settled
PAY00003828,INV0003828,C10258,2024-10-01,149.25,ach,settled
PAY00003829,INV0003829,C10258,2024-11-04,174.0,card,settled
PAY00003830,INV0003830,C10258,2024-12-03,199.0,ach,settled
PAY00003831,INV0003831,C10258,2025-01-02,159.2,card,settled
PAY00003832,INV0003832,C10258,2025-02-08,199.0,card,settled
PAY00003833,INV0003833,C10258,2025-03-02,199.0,card,settled
PAY00003834,INV0003834,C10258,2025-04-04,169.15,card,settled
PAY00003835,INV0003835,C10258,2025-05-02,189.0,card,settled
PAY00003836,INV0003836,C10258,2025-06-02,184.0,wire,settled
PAY00003837,INV0003837,C10258,2025-07-02,169.15,wire,settled
PAY00003838,INV0003838,C10258,2025-08-03,169.15,ach,settled
PAY00003839,INV0003839,C10258,,0.0,,failed
PAY00003840,INV0003840,C10259,2024-04-11,44.0,card,settled
PAY00003841,INV0003841,C10259,2024-05-01,44.0,wire,settled
PAY00003842,INV0003842,C10259,2024-06-01,44.0,wire,settled
PAY00003843,INV0003843,C10259,2024-07-01,39.2,wire,settled
PAY00003844,INV0003844,C10259,2024-08-03,39.0,wire,settled
PAY00003845,INV0003845,C10259,2024-09-02,39.0,ach,settled
PAY00003846,INV0003846,C10259,2024-10-02,49.0,card,settled
PAY00003847,INV0003847,C10259,2024-11-02,39.0,card,settled
PAY00003848,INV0003848,C10259,2024-12-01,24.0,card,settled
PAY00003849,INV0003849,C10259,2025-01-31,36.75,wire,settled
PAY00003850,INV0003850,C10259,2025-02-04,44.0,wire,settled
PAY00003851,INV0003851,C10259,2025-03-03,44.1,wire,settled
PAY00003852,INV0003852,C10259,2025-05-01,39.2,ach,settled
PAY00003853,INV0003853,C10259,2025-05-01,49.0,wire,settled
PAY00003854,INV0003854,C10260,2025-04-08,189.0,card,settled
PAY00003855,INV0003855,C10260,2025-05-02,169.15,card,settled
PAY00003856,INV0003856,C10260,2025-06-01,159.2,wire,settled
PAY00003857,INV0003857,C10260,2025-07-01,199.0,card,settled
PAY00003858,INV0003858,C10260,2025-08-06,199.0,card,settled
PAY00003859,INV0003859,C10260,2025-09-01,199.0,wire,settled
PAY00003860,INV0003860,C10261,2023-09-02,49.0,card,settled
PAY00003861,INV0003861,C10261,2023-10-08,49.0,ach,settled
PAY00003862,INV0003862,C10261,2023-11-16,49.0,wire,settled
PAY00003863,INV0003863,C10261,2023-12-03,49.0,card,settled
PAY00003864,INV0003864,C10261,2024-01-06,39.2,card,settled
PAY00003865,INV0003865,C10261,2024-02-01,24.0,card,settled
PAY00003866,INV0003866,C10261,,0.0,,failed
PAY00003867,INV0003867,C10261,2024-04-06,44.0,ach,settled
PAY00003868,INV0003868,C10261,,0.0,,failed
PAY00003869,INV0003869,C10261,2024-06-02,49.0,ach,settled
PAY00003870,INV0003870,C10261,2024-07-08,49.0,card,settled
PAY00003871,INV0003871,C10261,2024-08-03,39.0,card,settled
PAY00003872,INV0003872,C10261,2024-09-02,49.0,ach,settled
PAY00003873,INV0003873,C10261,2024-10-02,49.0,card,settled
PAY00003874,INV0003874,C10261,2024-11-01,39.0,ach,settled
PAY00003875,INV0003875,C10261,2024-12-01,44.0,ach,settled
PAY00003876,INV0003876,C10261,2025-01-01,49.0,ach,settled
PAY00003877,INV0003877,C10261,2025-02-03,34.0,card,settled
PAY00003878,INV0003878,C10261,2025-03-01,39.2,wire,settled
PAY00003879,INV0003879,C10261,2025-04-01,41.65,wire,settled
PAY00003880,INV0003880,C10261,,0.0,,failed
PAY00003881,INV0003881,C10261,2025-06-01,49.0,card,settled
PAY00003882,INV0003882,C10261,2025-07-03,44.1,card,settled
PAY00003883,INV0003883,C10261,2025-08-01,34.0,wire,settled
PAY00003884,INV0003884,C10261,2025-09-02,49.0,ach,settled
PAY00003885,INV0003885,C10262,2024-03-01,899.0,ach,settled
PAY00003886,INV0003886,C10262,2024-04-01,874.0,wire,settled
PAY00003887,INV0003887,C10262,2024-05-03,894.0,wire,settled
PAY00003888,INV0003888,C10262,,0.0,,failed
PAY00003889,INV0003889,C10262,2024-07-03,719.2,ach,settled
PAY00003890,INV0003890,C10262,2024-08-01,899.0,card,settled
PAY00003891,INV0003891,C10262,2024-09-08,899.0,ach,settled
PAY00003892,INV0003892,C10262,2024-10-02,884.0,wire,settled
PAY00003893,INV0003893,C10262,2024-11-01,899.0,wire,settled
PAY00003894,INV0003894,C10262,2024-12-01,719.2,wire,settled
PAY00003895,INV0003895,C10262,2025-01-03,899.0,wire,settled
PAY00003896,INV0003896,C10262,2025-02-04,894.0,wire,settled
PAY00003897,INV0003897,C10262,2025-03-08,874.0,ach,settled
PAY00003898,INV0003898,C10262,2025-04-03,884.0,wire,settled
PAY00003899,INV0003899,C10262,2025-05-01,874.0,card,settled
PAY00003900,INV0003900,C10262,2025-06-02,899.0,ach,settled
PAY00003901,INV0003901,C10262,2025-07-04,899.0,ach,settled
PAY00003902,INV0003902,C10262,2025-08-02,809.1,ach,settled
PAY00003903,INV0003903,C10262,2025-09-08,899.0,card,settled
PAY00003904,INV0003904,C10263,2024-05-01,169.15,card,settled
PAY00003905,INV0003905,C10263,2024-06-01,189.0,ach,settled
PAY00003906,INV0003906,C10263,2024-07-03,159.2,wire,settled
PAY00003907,INV0003907,C10263,2024-08-04,199.0,wire,settled
PAY00003908,INV0003908,C10263,2024-09-01,174.0,wire,settled
PAY00003909,INV0003909,C10263,2024-10-01,169.15,ach,settled
PAY00003910,INV0003910,C10263,2024-11-16,169.15,ach,settled
PAY00003911,INV0003911,C10263,2024-12-03,184.0,wire,settled
PAY00003912,INV0003912,C10263,2025-01-01,199.0,wire,settled
PAY00003913,INV0003913,C10263,2025-02-11,189.0,wire,settled
PAY00003914,INV0003914,C10263,2025-03-01,194.0,ach,settled
PAY00003915,INV0003915,C10263,2025-04-01,149.25,card,settled
PAY00003916,INV0003916,C10263,2025-05-04,149.25,card,settled
PAY00003917,INV0003917,C10263,2025-06-01,199.0,ach,settled
PAY00003918,INV0003918,C10264,2024-06-06,674.25,card,settled
PAY00003919,INV0003919,C10264,2024-07-01,899.0,ach,settled
PAY00003920,INV0003920,C10264,2024-08-02,874.0,card,settled
PAY00003921,INV0003921,C10264,2024-09-02,674.25,ach,settled
PAY00003922,INV0003922,C10264,,0.0,,failed
PAY00003923,INV0003923,C10264,2024-11-08,884.0,wire,settled
PAY00003924,INV0003924,C10264,2024-12-03,899.0,card,settled
PAY00003925,INV0003925,C10264,2025-01-08,899.0,card,settled
PAY00003926,INV0003926,C10264,2025-02-01,884.0,ach,settled
PAY00003927,INV0003927,C10264,2025-03-01,899.0,card,settled
PAY00003928,INV0003928,C10264,2025-04-01,899.0,wire,settled
PAY00003929,INV0003929,C10264,2025-05-04,889.0,wire,settled
PAY00003930,INV0003930,C10264,2025-06-02,884.0,wire,settled
PAY00003931,INV0003931,C10264,2025-07-02,899.0,wire,settled
PAY00003932,INV0003932,C10264,2025-08-06,899.0,card,settled
PAY00003933,INV0003933,C10264,2025-09-06,889.0,wire,settled
PAY00003934,INV0003934,C10265,2023-06-01,764.15,card,settled
PAY00003935,INV0003935,C10265,2023-07-02,674.25,wire,settled
PAY00003936,INV0003936,C10265,2023-08-01,899.0,card,settled
PAY00003937,INV0003937,C10265,2023-09-08,899.0,card,settled
PAY00003938,INV0003938,C10265,2023-10-04,809.1,card,settled
PAY00003939,INV0003939,C10265,2023-11-04,894.0,card,settled
PAY00003940,INV0003940,C10265,2023-12-02,764.15,ach,settled
PAY00003941,INV0003941,C10265,2024-01-04,889.0,ach,settled
PAY00003942,INV0003942,C10265,2024-02-26,884.0,wire,settled
PAY00003943,INV0003943,C10265,2024-03-01,894.0,wire,settled
PAY00003944,INV0003944,C10265,2024-04-02,874.0,wire,settled
PAY00003945,INV0003945,C10265,2024-05-26,884.0,ach,settled
PAY00003946,INV0003946,C10265,2024-06-02,674.25,ach,settled
PAY00003947,INV0003947,C10265,2024-07-01,894.0,card,settled
PAY00003948,INV0003948,C10265,2024-08-03,894.0,ach,settled
PAY00003949,INV0003949,C10265,2024-09-01,884.0,wire,settled
PAY00003950,INV0003950,C10265,2024-10-01,809.1,card,settled
PAY00003951,INV0003951,C10265,2024-11-02,719.2,wire,settled
PAY00003952,INV0003952,C10265,2024-12-03,874.0,ach,settled
PAY00003953,INV0003953,C10265,2025-01-01,764.15,wire,settled
PAY00003954,INV0003954,C10265,2025-02-02,874.0,ach,settled
PAY00003955,INV0003955,C10265,2025-03-01,719.2,card,settled
PAY00003956,INV0003956,C10265,2025-04-06,894.0,wire,settled
PAY00003957,INV0003957,C10265,2025-05-08,899.0,card,settled
PAY00003958,INV0003958,C10265,2025-06-01,899.0,wire,settled
PAY00003959,INV0003959,C10265,2025-07-02,809.1,wire,settled
PAY00003960,INV0003960,C10265,2025-08-08,719.2,ach,settled
PAY00003961,INV0003961,C10265,2025-09-01,809.1,card,settled
PAY00003962,INV0003962,C10266,2023-01-01,49.0,wire,settled
PAY00003963,INV0003963,C10266,2023-02-16,49.0,wire,settled
PAY00003964,INV0003964,C10266,2023-03-01,36.75,wire,settled
PAY00003965,INV0003965,C10266,2023-04-03,39.0,card,settled
PAY00003966,INV0003966,C10266,2023-05-01,34.0,card,settled
PAY00003967,INV0003967,C10266,2023-06-03,49.0,card,settled
PAY00003968,INV0003968,C10266,2023-07-01,44.0,wire,settled
PAY00003969,INV0003969,C10266,2023-08-08,49.0,wire,settled
PAY00003970,INV0003970,C10266,2023-09-02,41.65,wire,settled
PAY00003971,INV0003971,C10266,2023-10-01,34.0,card,settled
PAY00003972,INV0003972,C10266,2023-11-16,44.1,ach,settled
PAY00003973,INV0003973,C10266,2023-12-08,49.0,card,settled
PAY00003974,INV0003974,C10266,2024-01-06,41.65,card,settled
PAY00003975,INV0003975,C10266,2024-02-03,44.0,wire,settled
PAY00003976,INV0003976,C10266,,0.0,,failed
PAY00003977,INV0003977,C10266,2024-04-01,41.65,wire,settled
PAY00003978,INV0003978,C10266,2024-05-04,36.75,card,settled
PAY00003979,INV0003979,C10266,2024-06-01,36.75,card,settled
PAY00003980,INV0003980,C10266,2024-07-08,41.65,card,settled
PAY00003981,INV0003981,C10266,2024-08-01,41.65,wire,settled
PAY00003982,INV0003982,C10266,2024-09-01,24.0,wire,settled
PAY00003983,INV0003983,C10266,2024-10-01,34.0,ach,settled
PAY00003984,INV0003984,C10266,2024-11-03,49.0,wire,settled
PAY00003985,INV0003985,C10266,2024-12-01,49.0,ach,settled
PAY00003986,INV0003986,C10266,2025-01-02,49.0,ach,settled
PAY00003987,INV0003987,C10266,2025-02-02,39.0,card,settled
PAY00003988,INV0003988,C10266,2025-03-01,44.0,ach,settled
PAY00003989,INV0003989,C10266,2025-04-01,24.0,card,settled
PAY00003990,INV0003990,C10266,2025-05-02,44.0,card,settled
PAY00003991,INV0003991,C10266,2025-06-01,24.0,card,settled
PAY00003992,INV0003992,C10266,2025-07-01,34.0,ach,settled
PAY00003993,INV0003993,C10266,,0.0,,failed
PAY00003994,INV0003994,C10266,2025-09-01,41.65,ach,settled
PAY00003995,INV0003995,C10267,2025-01-01,149.25,card,settled
PAY00003996,INV0003996,C10267,2025-02-03,184.0,ach,settled
PAY00003997,INV0003997,C10267,2025-03-01,184.0,card,settled
PAY00003998,INV0003998,C10267,2025-04-01,184.0,ach,settled
PAY00003999,INV0003999,C10267,2025-05-11,194.0,ach,settled
PAY00004000,INV0004000,C10267,2025-06-03,189.0,ach,settled
PAY00004001,INV0004001,C10267,2025-07-02,174.0,ach,settled
PAY00004002,INV0004002,C10267,2025-08-01,159.2,ach,settled
PAY00004003,INV0004003,C10267,2025-09-16,174.0,ach,settled
PAY00004004,INV0004004,C10268,2024-04-01,884.0,card,settled
PAY00004005,INV0004005,C10268,2024-05-02,764.15,card,settled
PAY00004006,INV0004006,C10268,2024-06-04,899.0,card,settled
PAY00004007,INV0004007,C10268,2024-07-01,719.2,card,settled
PAY00004008,INV0004008,C10268,2024-07-03,174.0,ach,settled
PAY00004009,INV0004009,C10268,2024-08-01,199.0,wire,settled
PAY00004010,INV0004010,C10268,2024-09-03,174.0,card,settled
PAY00004011,INV0004011,C10268,2024-10-03,199.0,ach,settled
PAY00004012,INV0004012,C10268,2024-11-03,194.0,ach,settled
PAY00004013,INV0004013,C10268,2024-12-02,179.1,card,settled
PAY00004014,INV0004014,C10268,2025-01-03,184.0,ach,settled
PAY00004015,INV0004015,C10268,2025-02-01,199.0,wire,settled
PAY00004016,INV0004016,C10268,2025-03-04,169.15,card,settled
PAY00004017,INV0004017,C10268,2025-04-01,194.0,wire,settled
PAY00004018,INV0004018,C10268,,0.0,,failed
PAY00004019,INV0004019,C10268,2025-06-01,199.0,card,settled
PAY00004020,INV0004020,C10268,2025-07-01,149.25,wire,settled
PAY00004021,INV0004021,C10268,2025-08-06,189.0,wire,settled
PAY00004022,INV0004022,C10268,2025-09-02,194.0,card,settled
PAY00004023,INV0004023,C10269,2024-09-01,39.0,card,settled
PAY00004024,INV0004024,C10269,2024-10-02,49.0,card,settled
PAY00004025,INV0004025,C10269,2024-11-11,49.0,card,settled
PAY00004026,INV0004026,C10269,2024-12-01,44.0,card,settled
PAY00004027,INV0004027,C10269,2025-01-01,49.0,card,settled
PAY00004028,INV0004028,C10269,2025-02-16,49.0,card,settled
PAY00004029,INV0004029,C10269,2025-03-01,41.65,card,settled
PAY00004030,INV0004030,C10269,2025-04-08,49.0,wire,settled
PAY00004031,INV0004031,C10269,2025-05-04,49.0,card,settled
PAY00004032,INV0004032,C10269,2025-06-04,39.2,card,settled
PAY00004033,INV0004033,C10269,2025-07-08,49.0,wire,settled
PAY00004034,INV0004034,C10269,2025-08-01,39.2,wire,settled
PAY00004035,INV0004035,C10269,2025-09-01,49.0,card,settled
PAY00004036,INV0004036,C10270,2024-03-02,49.0,wire,settled
PAY00004037,INV0004037,C10270,2024-04-03,39.0,wire,settled
PAY00004038,INV0004038,C10270,2024-05-06,39.0,ach,settled
PAY00004039,INV0004039,C10270,2024-06-02,41.65,wire,settled
PAY00004040,INV0004040,C10270,2024-07-03,44.0,card,settled
PAY00004041,INV0004041,C10270,2024-08-03,49.0,wire,settled
PAY00004042,INV0004042,C10270,2024-09-01,49.0,wire,settled
PAY00004043,INV0004043,C10270,2024-10-06,39.2,card,settled
PAY00004044,INV0004044,C10270,2024-11-03,44.0,card,settled
PAY00004045,INV0004045,C10270,2024-12-16,44.1,ach,settled
PAY00004046,INV0004046,C10270,2025-01-01,34.0,wire,settled
PAY00004047,INV0004047,C10270,2025-02-06,44.1,card,settled
PAY00004048,INV0004048,C10270,2025-03-01,34.0,wire,settled
PAY00004049,INV0004049,C10270,2025-04-01,49.0,wire,settled
PAY00004050,INV0004050,C10270,2025-05-02,36.75,ach,settled
PAY00004051,INV0004051,C10270,2025-06-01,49.0,card,settled
PAY00004052,INV0004052,C10270,2025-07-01,24.0,ach,settled
PAY00004053,INV0004053,C10270,2025-08-11,49.0,ach,settled
PAY00004054,INV0004054,C10270,2025-09-02,44.1,card,settled
PAY00004055,INV0004055,C10271,2025-02-02,41.65,wire,settled
PAY00004056,INV0004056,C10271,2025-03-01,41.65,wire,settled
PAY00004057,INV0004057,C10271,2025-04-01,49.0,card,settled
PAY00004058,INV0004058,C10271,2025-05-04,39.0,wire,settled
PAY00004059,INV0004059,C10271,2025-06-01,49.0,ach,settled
PAY00004060,INV0004060,C10271,2025-07-01,41.65,wire,settled
PAY00004061,INV0004061,C10271,2025-08-01,24.0,wire,settled
PAY00004062,INV0004062,C10271,2025-09-02,49.0,ach,settled
PAY00004063,INV0004063,C10272,2025-08-01,199.0,card,settled
PAY00004064,INV0004064,C10272,2025-09-06,189.0,ach,settled
PAY00004065,INV0004065,C10273,2025-04-01,41.65,wire,settled
PAY00004066,INV0004066,C10273,2025-05-11,39.0,card,settled
PAY00004067,INV0004067,C10273,2025-06-01,39.0,card,settled
PAY00004068,INV0004068,C10273,2025-08-10,49.0,ach,settled
PAY00004069,INV0004069,C10274,2023-10-01,184.0,ach,settled
PAY00004070,INV0004070,C10274,2023-11-01,149.25,card,settled
PAY00004071,INV0004071,C10274,2023-12-02,179.1,card,settled
PAY00004072,INV0004072,C10274,2024-01-04,184.0,wire,settled
PAY00004073,INV0004073,C10274,2024-02-01,199.0,ach,settled
PAY00004074,INV0004074,C10274,2024-03-02,179.1,card,settled
PAY00004075,INV0004075,C10274,2024-04-11,194.0,wire,settled
PAY00004076,INV0004076,C10274,2024-05-01,184.0,wire,settled
PAY00004077,INV0004077,C10274,2024-06-02,199.0,card,settled
PAY00004078,INV0004078,C10274,2024-07-01,199.0,card,settled
PAY00004079,INV0004079,C10274,2024-08-03,169.15,wire,settled
PAY00004080,INV0004080,C10274,2024-09-01,169.15,ach,settled
PAY00004081,INV0004081,C10274,2024-10-11,179.1,card,settled
PAY00004082,INV0004082,C10274,2024-11-02,179.1,card,settled
PAY00004083,INV0004083,C10274,2024-12-06,199.0,card,settled
PAY00004084,INV0004084,C10274,2025-01-03,199.0,card,settled
PAY00004085,INV0004085,C10274,2025-02-02,159.2,wire,settled
PAY00004086,INV0004086,C10274,2025-03-06,199.0,card,settled
PAY00004087,INV0004087,C10274,,0.0,,failed
PAY00004088,INV0004088,C10274,2025-05-03,199.0,wire,settled
PAY00004089,INV0004089,C10274,2025-06-02,199.0,ach,settled
PAY00004090,INV0004090,C10274,2025-07-01,199.0,card,settled
PAY00004091,INV0004091,C10274,2025-08-01,174.0,wire,settled
PAY00004092,INV0004092,C10274,2025-09-11,179.1,wire,settled
PAY00004093,INV0004093,C10275,2023-12-01,199.0,card,settled
PAY00004094,INV0004094,C10275,2024-01-02,199.0,wire,settled
PAY00004095,INV0004095,C10275,2024-02-04,194.0,ach,settled
PAY00004096,INV0004096,C10275,2024-03-03,199.0,card,settled
PAY00004097,INV0004097,C10275,2024-04-06,184.0,ach,settled
PAY00004098,INV0004098,C10275,2024-05-01,194.0,wire,settled
PAY00004099,INV0004099,C10275,2024-06-08,159.2,wire,settled
PAY00004100,INV0004100,C10275,2024-07-01,159.2,wire,settled
PAY00004101,INV0004101,C10275,2024-08-01,174.0,card,settled
PAY00004102,INV0004102,C10275,2024-09-01,174.0,card,settled
PAY00004103,INV0004103,C10275,2024-10-04,169.15,card,settled
PAY00004104,INV0004104,C10275,2024-11-03,159.2,ach,settled
PAY00004105,INV0004105,C10275,2024-12-01,194.0,ach,settled
PAY00004106,INV0004106,C10275,2025-01-03,199.0,wire,settled
PAY00004107,INV0004107,C10275,2025-02-11,189.0,card,settled
PAY00004108,INV0004108,C10275,2025-03-02,189.0,card,settled
PAY00004109,INV0004109,C10275,2025-04-04,189.0,card,settled
PAY00004110,INV0004110,C10275,2025-05-08,159.2,wire,settled
PAY00004111,INV0004111,C10275,2025-06-03,199.0,card,settled
PAY00004112,INV0004112,C10275,2025-07-02,199.0,card,settled
PAY00004113,INV0004113,C10275,,0.0,,failed
PAY00004114,INV0004114,C10275,2025-09-01,174.0,card,settled
PAY00004115,INV0004115,C10276,2024-06-02,899.0,card,settled
PAY00004116,INV0004116,C10276,2024-07-11,884.0,ach,settled
PAY00004117,INV0004117,C10276,2024-08-02,899.0,card,settled
PAY00004118,INV0004118,C10276,2024-09-04,899.0,card,settled
PAY00004119,INV0004119,C10276,2024-10-04,874.0,wire,settled
PAY00004120,INV0004120,C10276,2024-11-03,874.0,card,settled
PAY00004121,INV0004121,C10276,2024-12-16,884.0,card,settled
PAY00004122,INV0004122,C10276,2025-01-01,764.15,ach,settled
PAY00004123,INV0004123,C10276,2025-02-01,874.0,ach,settled
PAY00004124,INV0004124,C10276,2025-03-08,809.1,card,settled
PAY00004125,INV0004125,C10276,2025-04-02,899.0,wire,settled
PAY00004126,INV0004126,C10276,2025-05-01,764.15,ach,settled
PAY00004127,INV0004127,C10276,2025-06-08,674.25,wire,settled
PAY00004128,INV0004128,C10276,2025-07-03,874.0,ach,settled
PAY00004129,INV0004129,C10276,2025-08-02,899.0,card,settled
PAY00004130,INV0004130,C10276,2025-09-04,884.0,card,settled
PAY00004131,INV0004131,C10277,2025-01-11,49.0,ach,settled
PAY00004132,INV0004132,C10277,2025-02-03,34.0,ach,settled
PAY00004133,INV0004133,C10277,2025-03-03,41.65,wire,settled
PAY00004134,INV0004134,C10277,2025-04-08,36.75,wire,settled
PAY00004135,INV0004135,C10277,2025-05-03,49.0,wire,settled
PAY00004136,INV0004136,C10277,2025-06-03,34.0,card,settled
PAY00004137,INV0004137,C10277,2025-07-16,39.2,ach,settled
PAY00004138,INV0004138,C10277,2025-08-06,34.0,wire,settled
PAY00004139,INV0004139,C10277,2025-09-01,49.0,wire,settled
PAY00004140,INV0004140,C10278,2023-05-08,199.0,card,settled
PAY00004141,INV0004141,C10278,2023-06-01,174.0,wire,settled
PAY00004142,INV0004142,C10278,2023-07-02,199.0,card,settled
PAY00004143,INV0004143,C10278,2023-08-03,199.0,ach,settled
PAY00004144,INV0004144,C10278,2023-09-08,189.0,ach,settled
PAY00004145,INV0004145,C10278,2023-10-01,179.1,wire,settled
PAY00004146,INV0004146,C10278,2023-11-21,169.15,wire,settled
PAY00004147,INV0004147,C10278,,0.0,,failed
PAY00004148,INV0004148,C10278,2024-01-01,199.0,wire,settled
PAY00004149,INV0004149,C10278,2024-02-01,179.1,wire,settled
PAY00004150,INV0004150,C10278,2024-02-08,894.0,ach,settled
PAY00004151,INV0004151,C10278,2024-03-01,719.2,card,settled
PAY00004152,INV0004152,C10278,2024-04-01,884.0,ach,settled
PAY00004153,INV0004153,C10278,,0.0,,failed
PAY00004154,INV0004154,C10278,2024-06-21,764.15,ach,settled
PAY00004155,INV0004155,C10278,2024-07-02,889.0,card,settled
PAY00004156,INV0004156,C10278,,0.0,,failed
PAY00004157,INV0004157,C10278,2024-09-16,674.25,card,settled
PAY00004158,INV0004158,C10278,2024-10-06,764.15,card,settled
PAY00004159,INV0004159,C10278,2024-11-02,874.0,card,settled
PAY00004160,INV0004160,C10278,2024-12-01,674.25,wire,settled
PAY00004161,INV0004161,C10278,2025-01-11,809.1,card,settled
PAY00004162,INV0004162,C10278,2025-02-11,884.0,wire,settled
PAY00004163,INV0004163,C10278,2025-03-01,889.0,wire,settled
PAY00004164,INV0004164,C10278,2025-04-01,899.0,ach,settled
PAY00004165,INV0004165,C10278,2025-05-06,899.0,ach,settled
PAY00004166,INV0004166,C10278,2025-06-06,719.2,card,settled
PAY00004167,INV0004167,C10278,2025-07-02,899.0,ach,settled
PAY00004168,INV0004168,C10278,2025-08-02,719.2,wire,settled
PAY00004169,INV0004169,C10278,2025-09-02,809.1,card,settled
PAY00004170,INV0004170,C10279,2024-10-03,49.0,ach,settled
PAY00004171,INV0004171,C10279,2024-11-16,34.0,card,settled
PAY00004172,INV0004172,C10279,2024-12-02,49.0,wire,settled
PAY00004173,INV0004173,C10279,2025-01-08,39.0,card,settled
PAY00004174,INV0004174,C10279,2025-02-03,36.75,card,settled
PAY00004175,INV0004175,C10279,2025-03-01,49.0,card,settled
PAY00004176,INV0004176,C10279,2025-04-04,41.65,ach,settled
PAY00004177,INV0004177,C10279,2025-04-02,189.0,card,settled
PAY00004178,INV0004178,C10279,2025-05-03,169.15,card,settled
PAY00004179,INV0004179,C10279,2025-06-01,174.0,card,settled
PAY00004180,INV0004180,C10279,2025-07-01,199.0,ach,settled
PAY00004181,INV0004181,C10279,2025-08-04,199.0,wire,settled
PAY00004182,INV0004182,C10279,2025-09-01,169.15,ach,settled
PAY00004183,INV0004183,C10280,2023-07-11,874.0,wire,settled
PAY00004184,INV0004184,C10280,2023-08-03,889.0,wire,settled
PAY00004185,INV0004185,C10280,2023-09-01,899.0,ach,settled
PAY00004186,INV0004186,C10280,2023-10-02,894.0,card,settled
PAY00004187,INV0004187,C10280,2023-11-02,809.1,card,settled
PAY00004188,INV0004188,C10280,2023-12-02,889.0,ach,settled
PAY00004189,INV0004189,C10280,2024-01-01,899.0,card,settled
PAY00004190,INV0004190,C10280,2024-02-04,884.0,card,settled
PAY00004191,INV0004191,C10280,2024-03-01,874.0,ach,settled
PAY00004192,INV0004192,C10280,2024-04-06,809.1,ach,settled
PAY00004193,INV0004193,C10280,2024-05-11,809.1,wire,settled
PAY00004194,INV0004194,C10280,2024-06-08,894.0,wire,settled
PAY00004195,INV0004195,C10280,,0.0,,failed
PAY00004196,INV0004196,C10280,2024-08-01,894.0,wire,settled
PAY00004197,INV0004197,C10280,2024-09-03,764.15,card,settled
PAY00004198,INV0004198,C10280,2024-10-03,899.0,wire,settled
PAY00004199,INV0004199,C10280,2024-11-01,884.0,ach,settled
PAY00004200,INV0004200,C10280,2024-12-06,809.1,card,settled
PAY00004201,INV0004201,C10280,2025-01-01,894.0,ach,settled
PAY00004202,INV0004202,C10280,2025-02-03,719.2,ach,settled
PAY00004203,INV0004203,C10280,2025-03-04,674.25,ach,settled
PAY00004204,INV0004204,C10280,2025-04-02,674.25,card,settled
PAY00004205,INV0004205,C10280,2025-05-01,719.2,card,settled
PAY00004206,INV0004206,C10280,2025-06-11,719.2,wire,settled
PAY00004207,INV0004207,C10280,2025-07-04,889.0,card,settled
PAY00004208,INV0004208,C10280,2025-08-02,899.0,card,settled
PAY00004209,INV0004209,C10280,2025-09-03,884.0,card,settled
PAY00004210,INV0004210,C10281,2023-08-08,674.25,card,settled
PAY00004211,INV0004211,C10281,2023-09-02,884.0,wire,settled
PAY00004212,INV0004212,C10281,2023-10-02,889.0,ach,settled
PAY00004213,INV0004213,C10281,2023-11-06,899.0,ach,settled
PAY00004214,INV0004214,C10281,2023-12-02,674.25,wire,settled
PAY00004215,INV0004215,C10281,2024-01-03,889.0,wire,settled
