invoice_id,subscription_id,customer_id,invoice_date,amount,discount_type,discount_value,net_amount,currency
INV0003052,S000234,C10204,2025-04-01,899.0,PERCENT,89.9,809.1,USD
INV0003053,S000234,C10204,2025-05-01,899.0,AMOUNT,25.0,874.0,USD
INV0003054,S000234,C10204,2025-06-01,899.0,,0.0,899.0,USD
INV0003055,S000234,C10204,2025-07-01,899.0,PERCENT,224.75,674.25,USD
INV0003056,S000234,C10204,2025-08-01,899.0,PERCENT,89.9,809.1,USD
INV0003057,S000234,C10204,2025-09-01,899.0,,0.0,899.0,USD
INV0003058,S000235,C10205,2025-06-01,199.0,AMOUNT,15.0,184.0,USD
INV0003059,S000235,C10205,2025-07-01,199.0,PERCENT,29.85,169.15,USD
INV0003060,S000235,C10205,2025-08-01,199.0,PERCENT,39.8,159.2,USD
INV0003061,S000236,C10205,2025-09-01,199.0,AMOUNT,5.0,194.0,USD
INV0003062,S000237,C10206,2023-03-01,199.0,,0.0,199.0,USD
INV0003063,S000237,C10206,2023-04-01,199.0,AMOUNT,5.0,194.0,USD
INV0003064,S000237,C10206,2023-05-01,199.0,PERCENT,49.75,149.25,USD
INV0003065,S000237,C10206,2023-06-01,199.0,AMOUNT,5.0,194.0,USD
INV0003066,S000237,C10206,2023-07-01,199.0,,0.0,199.0,USD
INV0003067,S000237,C10206,2023-08-01,199.0,AMOUNT,5.0,194.0,USD
INV0003068,S000237,C10206,2023-09-01,199.0,,0.0,199.0,USD
INV0003069,S000237,C10206,2023-10-01,199.0,AMOUNT,15.0,184.0,USD
INV0003070,S000237,C10206,2023-11-01,199.0,AMOUNT,15.0,184.0,USD
INV0003071,S000237,C10206,2023-12-01,199.0,,0.0,199.0,USD
INV0003072,S000237,C10206,2024-01-01,199.0,,0.0,199.0,USD
INV0003073,S000237,C10206,2024-02-01,199.0,PERCENT,49.75,149.25,USD
INV0003074,S000237,C10206,2024-03-01,199.0,PERCENT,19.9,179.1,USD
INV0003075,S000237,C10206,2024-04-01,199.0,,0.0,199.0,USD
INV0003076,S000237,C10206,2024-05-01,199.0,,0.0,199.0,USD
INV0003077,S000237,C10206,2024-06-01,199.0,AMOUNT,25.0,174.0,USD
INV0003078,S000237,C10206,2024-07-01,199.0,,0.0,199.0,USD
INV0003079,S000237,C10206,2024-08-01,199.0,AMOUNT,10.0,189.0,USD
INV0003080,S000238,C10207,2025-05-01,49.0,AMOUNT,25.0,24.0,USD
INV0003081,S000238,C10207,2025-06-01,49.0,AMOUNT,25.0,24.0,USD
INV0003082,S000238,C10207,2025-07-01,49.0,,0.0,49.0,USD
INV0003083,S000238,C10207,2025-08-01,49.0,AMOUNT,5.0,44.0,USD
INV0003084,S000238,C10207,2025-09-01,49.0,PERCENT,7.35,41.65,USD
INV0003085,S000239,C10208,2025-07-01,199.0,AMOUNT,5.0,194.0,USD
INV0003086,S000239,C10208,2025-08-01,199.0,,0.0,199.0,USD
INV0003087,S000239,C10208,2025-09-01,199.0,PERCENT,29.85,169.15,USD
INV0003088,S000240,C10209,2024-12-01,49.0,PERCENT,4.9,44.1,USD
INV0003089,S000240,C10209,2025-01-01,49.0,AMOUNT,10.0,39.0,USD
INV0003090,S000240,C10209,2025-02-01,49.0,AMOUNT,15.0,34.0,USD
INV0003091,S000240,C10209,2025-03-01,49.0,,0.0,49.0,USD
INV0003092,S000240,C10209,2025-04-01,49.0,AMOUNT,5.0,44.0,USD
INV0003093,S000240,C10209,2025-05-01,49.0,PERCENT,12.25,36.75,USD
INV0003094,S000240,C10209,2025-06-01,49.0,,0.0,49.0,USD
INV0003095,S000240,C10209,2025-07-01,49.0,AMOUNT,15.0,34.0,USD
INV0003096,S000240,C10209,2025-08-01,49.0,PERCENT,4.9,44.1,USD
INV0003097,S000240,C10209,2025-09-01,49.0,AMOUNT,10.0,39.0,USD
INV0003098,S000241,C10210,2023-03-01,49.0,PERCENT,7.35,41.65,USD
INV0003099,S000241,C10210,2023-04-01,49.0,PERCENT,9.8,39.2,USD
INV0003100,S000241,C10210,2023-05-01,49.0,AMOUNT,15.0,34.0,USD
INV0003101,S000241,C10210,2023-06-01,49.0,AMOUNT,10.0,39.0,USD
INV0003102,S000241,C10210,2023-07-01,49.0,PERCENT,12.25,36.75,USD
INV0003103,S000241,C10210,2023-08-01,49.0,AMOUNT,10.0,39.0,USD
INV0003104,S000241,C10210,2023-09-01,49.0,,0.0,49.0,USD
INV0003105,S000241,C10210,2023-10-01,49.0,,0.0,49.0,USD
INV0003106,S000241,C10210,2023-11-01,49.0,AMOUNT,15.0,34.0,USD
INV0003107,S000241,C10210,2023-12-01,49.0,PERCENT,9.8,39.2,USD
INV0003108,S000241,C10210,2024-01-01,49.0,PERCENT,12.25,36.75,USD
INV0003109,S000241,C10210,2024-02-01,49.0,PERCENT,4.9,44.1,USD
INV0003110,S000241,C10210,2024-03-01,49.0,AMOUNT,15.0,34.0,USD
INV0003111,S000241,C10210,2024-04-01,49.0,AMOUNT,15.0,34.0,USD
INV0003112,S000241,C10210,2024-05-01,49.0,,0.0,49.0,USD
INV0003113,S000241,C10210,2024-06-01,49.0,PERCENT,7.35,41.65,USD
INV0003114,S000241,C10210,2024-07-01,49.0,PERCENT,12.25,36.75,USD
INV0003115,S000242,C10211,2024-11-01,899.0,AMOUNT,10.0,889.0,USD
INV0003116,S000242,C10211,2024-12-01,899.0,,0.0,899.0,USD
INV0003117,S000242,C10211,2025-01-01,899.0,PERCENT,179.8,719.2,USD
INV0003118,S000242,C10211,2025-02-01,899.0,AMOUNT,25.0,874.0,USD
INV0003119,S000242,C10211,2025-03-01,899.0,,0.0,899.0,USD
INV0003120,S000242,C10211,2025-04-01,899.0,,0.0,899.0,USD
INV0003121,S000242,C10211,2025-05-01,899.0,,0.0,899.0,USD
INV0003122,S000242,C10211,2025-06-01,899.0,AMOUNT,25.0,874.0,USD
INV0003123,S000242,C10211,2025-07-01,899.0,AMOUNT,10.0,889.0,USD
INV0003124,S000242,C10211,2025-08-01,899.0,PERCENT,179.8,719.2,USD
INV0003125,S000242,C10211,2025-09-01,899.0,AMOUNT,5.0,894.0,USD
INV0003126,S000243,C10212,2025-03-01,199.0,AMOUNT,5.0,194.0,USD
INV0003127,S000243,C10212,2025-04-01,199.0,,0.0,199.0,USD
INV0003128,S000243,C10212,2025-05-01,199.0,,0.0,199.0,USD
INV0003129,S000243,C10212,2025-06-01,199.0,PERCENT,19.9,179.1,USD
INV0003130,S000243,C10212,2025-07-01,199.0,AMOUNT,25.0,174.0,USD
INV0003131,S000243,C10212,2025-08-01,199.0,,0.0,199.0,USD
INV0003132,S000244,C10212,2025-09-01,899.0,AMOUNT,15.0,884.0,USD
INV0003133,S000245,C10213,2023-08-01,199.0,,0.0,199.0,USD
INV0003134,S000245,C10213,2023-09-01,199.0,PERCENT,19.9,179.1,USD
INV0003135,S000245,C10213,2023-10-01,199.0,AMOUNT,15.0,184.0,USD
INV0003136,S000245,C10213,2023-11-01,199.0,PERCENT,19.9,179.1,USD
INV0003137,S000245,C10213,2023-12-01,199.0,,0.0,199.0,USD
INV0003138,S000245,C10213,2024-01-01,199.0,AMOUNT,15.0,184.0,USD
INV0003139,S000245,C10213,2024-02-01,199.0,PERCENT,39.8,159.2,USD
INV0003140,S000245,C10213,2024-03-01,199.0,,0.0,199.0,USD
INV0003141,S000245,C10213,2024-04-01,199.0,,0.0,199.0,USD
INV0003142,S000245,C10213,2024-05-01,199.0,AMOUNT,25.0,174.0,USD
INV0003143,S000245,C10213,2024-06-01,199.0,AMOUNT,10.0,189.0,USD
INV0003144,S000245,C10213,2024-07-01,199.0,PERCENT,39.8,159.2,USD
INV0003145,S000245,C10213,2024-08-01,199.0,,0.0,199.0,USD
INV0003146,S000245,C10213,2024-09-01,199.0,,0.0,199.0,USD
INV0003147,S000245,C10213,2024-10-01,199.0,AMOUNT,15.0,184.0,USD
INV0003148,S000246,C10214,2025-06-01,49.0,AMOUNT,5.0,44.0,USD
INV0003149,S000246,C10214,2025-07-01,49.0,,0.0,49.0,USD
INV0003150,S000246,C10214,2025-08-01,49.0,,0.0,49.0,USD
INV0003151,S000246,C10214,2025-09-01,49.0,AMOUNT,25.0,24.0,USD
INV0003152,S000247,C10215,2025-03-01,899.0,AMOUNT,25.0,874.0,USD
INV0003153,S000247,C10215,2025-04-01,899.0,PERCENT,134.85,764.15,USD
INV0003154,S000247,C10215,2025-05-01,899.0,PERCENT,89.9,809.1,USD
INV0003155,S000247,C10215,2025-06-01,899.0,AMOUNT,15.0,884.0,USD
INV0003156,S000247,C10215,2025-07-01,899.0,,0.0,899.0,USD
INV0003157,S000247,C10215,2025-08-01,899.0,AMOUNT,5.0,894.0,USD
INV0003158,S000248,C10215,2025-09-01,49.0,,0.0,49.0,USD
INV0003159,S000249,C10216,2023-11-01,199.0,PERCENT,19.9,179.1,USD
INV0003160,S000249,C10216,2023-12-01,199.0,AMOUNT,10.0,189.0,USD
INV0003161,S000249,C10216,2024-01-01,199.0,AMOUNT,10.0,189.0,USD
INV0003162,S000249,C10216,2024-02-01,199.0,AMOUNT,15.0,184.0,USD
INV0003163,S000249,C10216,2024-03-01,199.0,,0.0,199.0,USD
INV0003164,S000249,C10216,2024-04-01,199.0,PERCENT,29.85,169.15,USD
INV0003165,S000249,C10216,2024-05-01,199.0,PERCENT,29.85,169.15,USD
INV0003166,S000249,C10216,2024-06-01,199.0,PERCENT,49.75,149.25,USD
INV0003167,S000249,C10216,2024-07-01,199.0,AMOUNT,15.0,184.0,USD
INV0003168,S000249,C10216,2024-08-01,199.0,,0.0,199.0,USD
INV0003169,S000249,C10216,2024-09-01,199.0,PERCENT,19.9,179.1,USD
INV0003170,S000249,C10216,2024-10-01,199.0,PERCENT,49.75,149.25,USD
INV0003171,S000250,C10216,2024-10-01,49.0,,0.0,49.0,USD
INV0003172,S000250,C10216,2024-11-01,49.0,AMOUNT,5.0,44.0,USD
INV0003173,S000250,C10216,2024-12-01,49.0,PERCENT,4.9,44.1,USD
INV0003174,S000250,C10216,2025-01-01,49.0,PERCENT,9.8,39.2,USD
INV0003175,S000250,C10216,2025-02-01,49.0,,0.0,49.0,USD
INV0003176,S000250,C10216,2025-03-01,49.0,,0.0,49.0,USD
INV0003177,S000250,C10216,2025-04-01,49.0,,0.0,49.0,USD
INV0003178,S000250,C10216,2025-05-01,49.0,PERCENT,9.8,39.2,USD
INV0003179,S000250,C10216,2025-06-01,49.0,,0.0,49.0,USD
INV0003180,S000250,C10216,2025-07-01,49.0,AMOUNT,15.0,34.0,USD
INV0003181,S000250,C10216,2025-08-01,49.0,,0.0,49.0,USD
INV0003182,S000250,C10216,2025-09-01,49.0,PERCENT,9.8,39.2,USD
INV0003183,S000251,C10217,2025-04-01,49.0,,0.0,49.0,USD
INV0003184,S000251,C10217,2025-05-01,49.0,PERCENT,4.9,44.1,USD
INV0003185,S000251,C10217,2025-06-01,49.0,PERCENT,9.8,39.2,USD
INV0003186,S000251,C10217,2025-07-01,49.0,AMOUNT,5.0,44.0,USD
INV0003187,S000251,C10217,2025-08-01,49.0,PERCENT,4.9,44.1,USD
INV0003188,S000252,C10217,2025-09-01,49.0,AMOUNT,25.0,24.0,USD
INV0003189,S000253,C10218,2024-07-01,49.0,PERCENT,9.8,39.2,USD
INV0003190,S000253,C10218,2024-08-01,49.0,PERCENT,7.35,41.65,USD
INV0003191,S000253,C10218,2024-09-01,49.0,PERCENT,4.9,44.1,USD
INV0003192,S000253,C10218,2024-10-01,49.0,,0.0,49.0,USD
INV0003193,S000253,C10218,2024-11-01,49.0,PERCENT,4.9,44.1,USD
INV0003194,S000253,C10218,2024-12-01,49.0,AMOUNT,15.0,34.0,USD
INV0003195,S000253,C10218,2025-01-01,49.0,AMOUNT,10.0,39.0,USD
INV0003196,S000253,C10218,2025-02-01,49.0,AMOUNT,5.0,44.0,USD
INV0003197,S000253,C10218,2025-03-01,49.0,,0.0,49.0,USD
INV0003198,S000253,C10218,2025-04-01,49.0,AMOUNT,10.0,39.0,USD
INV0003199,S000253,C10218,2025-05-01,49.0,PERCENT,4.9,44.1,USD
INV0003200,S000253,C10218,2025-06-01,49.0,,0.0,49.0,USD
INV0003201,S000253,C10218,2025-07-01,49.0,,0.0,49.0,USD
INV0003202,S000253,C10218,2025-08-01,49.0,AMOUNT,10.0,39.0,USD
INV0003203,S000253,C10218,2025-09-01,49.0,PERCENT,7.35,41.65,USD
INV0003204,S000254,C10219,2025-07-01,49.0,AMOUNT,25.0,24.0,USD
INV0003205,S000254,C10219,2025-08-01,49.0,PERCENT,4.9,44.1,USD
INV0003206,S000254,C10219,2025-09-01,49.0,AMOUNT,15.0,34.0,USD
INV0003207,S000255,C10220,2024-02-01,199.0,AMOUNT,25.0,174.0,USD
INV0003208,S000255,C10220,2024-03-01,199.0,PERCENT,49.75,149.25,USD
INV0003209,S000255,C10220,2024-04-01,199.0,AMOUNT,25.0,174.0,USD
INV0003210,S000255,C10220,2024-05-01,199.0,AMOUNT,15.0,184.0,USD
INV0003211,S000255,C10220,2024-06-01,199.0,,0.0,199.0,USD
INV0003212,S000255,C10220,2024-07-01,199.0,AMOUNT,25.0,174.0,USD
INV0003213,S000255,C10220,2024-08-01,199.0,AMOUNT,10.0,189.0,USD
INV0003214,S000255,C10220,2024-09-01,199.0,PERCENT,49.75,149.25,USD
INV0003215,S000255,C10220,2024-10-01,199.0,PERCENT,39.8,159.2,USD
INV0003216,S000255,C10220,2024-11-01,199.0,,0.0,199.0,USD
INV0003217,S000255,C10220,2024-12-01,199.0,PERCENT,19.9,179.1,USD
INV0003218,S000255,C10220,2025-01-01,199.0,PERCENT,19.9,179.1,USD
INV0003219,S000255,C10220,2025-02-01,199.0,AMOUNT,25.0,174.0,USD
INV0003220,S000255,C10220,2025-03-01,199.0,,0.0,199.0,USD
INV0003221,S000255,C10220,2025-04-01,199.0,AMOUNT,25.0,174.0,USD
INV0003222,S000255,C10220,2025-05-01,199.0,,0.0,199.0,USD
INV0003223,S000255,C10220,2025-06-01,199.0,AMOUNT,25.0,174.0,USD
INV0003224,S000255,C10220,2025-07-01,199.0,PERCENT,39.8,159.2,USD
INV0003225,S000255,C10220,2025-08-01,199.0,AMOUNT,10.0,189.0,USD
INV0003226,S000255,C10220,2025-09-01,199.0,,0.0,199.0,USD
INV0003227,S000256,C10221,2025-06-01,49.0,,0.0,49.0,USD
INV0003228,S000256,C10221,2025-07-01,49.0,PERCENT,7.35,41.65,USD
INV0003229,S000256,C10221,2025-08-01,49.0,PERCENT,7.35,41.65,USD
INV0003230,S000256,C10221,2025-09-01,49.0,,0.0,49.0,USD
INV0003231,S000257,C10222,2023-02-01,49.0,,0.0,49.0,USD
INV0003232,S000257,C10222,2023-03-01,49.0,,0.0,49.0,USD
INV0003233,S000257,C10222,2023-04-01,49.0,PERCENT,9.8,39.2,USD
INV0003234,S000257,C10222,2023-05-01,49.0,,0.0,49.0,USD
INV0003235,S000258,C10222,2023-05-01,49.0,PERCENT,9.8,39.2,USD
INV0003236,S000258,C10222,2023-06-01,49.0,AMOUNT,25.0,24.0,USD
INV0003237,S000258,C10222,2023-07-01,49.0,AMOUNT,15.0,34.0,USD
INV0003238,S000258,C10222,2023-08-01,49.0,AMOUNT,10.0,39.0,USD
INV0003239,S000258,C10222,2023-09-01,49.0,PERCENT,12.25,36.75,USD
INV0003240,S000258,C10222,2023-10-01,49.0,PERCENT,4.9,44.1,USD
INV0003241,S000258,C10222,2023-11-01,49.0,PERCENT,9.8,39.2,USD
INV0003242,S000258,C10222,2023-12-01,49.0,AMOUNT,5.0,44.0,USD
INV0003243,S000258,C10222,2024-01-01,49.0,PERCENT,7.35,41.65,USD
INV0003244,S000258,C10222,2024-02-01,49.0,PERCENT,9.8,39.2,USD
INV0003245,S000258,C10222,2024-03-01,49.0,AMOUNT,5.0,44.0,USD
INV0003246,S000258,C10222,2024-04-01,49.0,,0.0,49.0,USD
INV0003247,S000258,C10222,2024-05-01,49.0,PERCENT,9.8,39.2,USD
INV0003248,S000258,C10222,2024-06-01,49.0,AMOUNT,5.0,44.0,USD
INV0003249,S000258,C10222,2024-07-01,49.0,PERCENT,9.8,39.2,USD
INV0003250,S000258,C10222,2024-08-01,49.0,,0.0,49.0,USD
INV0003251,S000258,C10222,2024-09-01,49.0,,0.0,49.0,USD
INV0003252,S000258,C10222,2024-10-01,49.0,,0.0,49.0,USD
INV0003253,S000258,C10222,2024-11-01,49.0,AMOUNT,15.0,34.0,USD
INV0003254,S000258,C10222,2024-12-01,49.0,AMOUNT,5.0,44.0,USD
INV0003255,S000258,C10222,2025-01-01,49.0,,0.0,49.0,USD
INV0003256,S000258,C10222,2025-02-01,49.0,,0.0,49.0,USD
INV0003257,S000258,C10222,2025-03-01,49.0,AMOUNT,15.0,34.0,USD
INV0003258,S000258,C10222,2025-04-01,49.0,PERCENT,4.9,44.1,USD
INV0003259,S000258,C10222,2025-05-01,49.0,AMOUNT,15.0,34.0,USD
INV0003260,S000258,C10222,2025-06-01,49.0,AMOUNT,15.0,34.0,USD
INV0003261,S000258,C10222,2025-07-01,49.0,AMOUNT,25.0,24.0,USD
INV0003262,S000258,C10222,2025-08-01,49.0,PERCENT,4.9,44.1,USD
INV0003263,S000258,C10222,2025-09-01,49.0,PERCENT,4.9,44.1,USD
INV0003264,S000259,C10223,2024-08-01,49.0,PERCENT,4.9,44.1,USD
INV0003265,S000259,C10223,2024-09-01,49.0,,0.0,49.0,USD
INV0003266,S000259,C10223,2024-10-01,49.0,,0.0,49.0,USD
INV0003267,S000259,C10223,2024-11-01,49.0,AMOUNT,25.0,24.0,USD
INV0003268,S000259,C10223,2024-12-01,49.0,AMOUNT,15.0,34.0,USD
INV0003269,S000259,C10223,2025-01-01,49.0,AMOUNT,15.0,34.0,USD
INV0003270,S000259,C10223,2025-02-01,49.0,,0.0,49.0,USD
INV0003271,S000259,C10223,2025-03-01,49.0,,0.0,49.0,USD
INV0003272,S000259,C10223,2025-04-01,49.0,PERCENT,12.25,36.75,USD
INV0003273,S000259,C10223,2025-05-01,49.0,,0.0,49.0,USD
INV0003274,S000259,C10223,2025-06-01,49.0,AMOUNT,15.0,34.0,USD
INV0003275,S000259,C10223,2025-07-01,49.0,PERCENT,12.25,36.75,USD
INV0003276,S000259,C10223,2025-08-01,49.0,PERCENT,12.25,36.75,USD
INV0003277,S000259,C10223,2025-09-01,49.0,AMOUNT,10.0,39.0,USD
INV0003278,S000260,C10224,2023-10-01,199.0,,0.0,199.0,USD
INV0003279,S000260,C10224,2023-11-01,199.0,AMOUNT,5.0,194.0,USD
INV0003280,S000260,C10224,2023-12-01,199.0,PERCENT,39.8,159.2,USD
INV0003281,S000260,C10224,2024-01-01,199.0,PERCENT,49.75,149.25,USD
INV0003282,S000260,C10224,2024-02-01,199.0,PERCENT,49.75,149.25,USD
INV0003283,S000260,C10224,2024-03-01,199.0,,0.0,199.0,USD
INV0003284,S000260,C10224,2024-04-01,199.0,,0.0,199.0,USD
INV0003285,S000260,C10224,2024-05-01,199.0,AMOUNT,10.0,189.0,USD
INV0003286,S000260,C10224,2024-06-01,199.0,PERCENT,49.75,149.25,USD
INV0003287,S000260,C10224,2024-07-01,199.0,AMOUNT,10.0,189.0,USD
INV0003288,S000260,C10224,2024-08-01,199.0,,0.0,199.0,USD
INV0003289,S000260,C10224,2024-09-01,199.0,AMOUNT,15.0,184.0,USD
INV0003290,S000260,C10224,2024-10-01,199.0,,0.0,199.0,USD
INV0003291,S000260,C10224,2024-11-01,199.0,PERCENT,39.8,159.2,USD
INV0003292,S000260,C10224,2024-12-01,199.0,,0.0,199.0,USD
INV0003293,S000260,C10224,2025-01-01,199.0,,0.0,199.0,USD
INV0003294,S000260,C10224,2025-02-01,199.0,,0.0,199.0,USD
INV0003295,S000260,C10224,2025-03-01,199.0,AMOUNT,10.0,189.0,USD
INV0003296,S000260,C10224,2025-04-01,199.0,,0.0,199.0,USD
INV0003297,S000260,C10224,2025-05-01,199.0,,0.0,199.0,USD
INV0003298,S000260,C10224,2025-06-01,199.0,AMOUNT,5.0,194.0,USD
INV0003299,S000260,C10224,2025-07-01,199.0,PERCENT,39.8,159.2,USD
INV0003300,S000260,C10224,2025-08-01,199.0,PERCENT,29.85,169.15,USD
INV0003301,S000260,C10224,2025-09-01,199.0,PERCENT,49.75,149.25,USD
INV0003302,S000261,C10225,2024-09-01,899.0,,0.0,899.0,USD
INV0003303,S000261,C10225,2024-10-01,899.0,PERCENT,224.75,674.25,USD
INV0003304,S000261,C10225,2024-11-01,899.0,AMOUNT,5.0,894.0,USD
INV0003305,S000261,C10225,2024-12-01,899.0,AMOUNT,5.0,894.0,USD
INV0003306,S000261,C10225,2025-01-01,899.0,AMOUNT,25.0,874.0,USD
INV0003307,S000261,C10225,2025-02-01,899.0,,0.0,899.0,USD
INV0003308,S000261,C10225,2025-03-01,899.0,,0.0,899.0,USD
INV0003309,S000261,C10225,2025-04-01,899.0,PERCENT,134.85,764.15,USD
INV0003310,S000261,C10225,2025-05-01,899.0,AMOUNT,25.0,874.0,USD
INV0003311,S000262,C10225,2025-05-01,899.0,PERCENT,224.75,674.25,USD
INV0003312,S000262,C10225,2025-06-01,899.0,AMOUNT,10.0,889.0,USD
INV0003313,S000262,C10225,2025-07-01,899.0,PERCENT,224.75,674.25,USD
INV0003314,S000262,C10225,2025-08-01,899.0,PERCENT,179.8,719.2,USD
INV0003315,S000262,C10225,2025-09-01,899.0,,0.0,899.0,USD
INV0003316,S000263,C10226,2024-12-01,199.0,AMOUNT,10.0,189.0,USD
INV0003317,S000263,C10226,2025-01-01,199.0,PERCENT,29.85,169.15,USD
INV0003318,S000263,C10226,2025-02-01,199.0,AMOUNT,10.0,189.0,USD
INV0003319,S000263,C10226,2025-03-01,199.0,PERCENT,49.75,149.25,USD
INV0003320,S000263,C10226,2025-04-01,199.0,PERCENT,49.75,149.25,USD
INV0003321,S000263,C10226,2025-05-01,199.0,AMOUNT,10.0,189.0,USD
INV0003322,S000263,C10226,2025-06-01,199.0,,0.0,199.0,USD
INV0003323,S000263,C10226,2025-07-01,199.0,PERCENT,19.9,179.1,USD
INV0003324,S000263,C10226,2025-08-01,199.0,PERCENT,19.9,179.1,USD
INV0003325,S000263,C10226,2025-09-01,199.0,,0.0,199.0,USD
INV0003326,S000264,C10227,2023-06-01,899.0,PERCENT,224.75,674.25,USD
INV0003327,S000264,C10227,2023-07-01,899.0,PERCENT,89.9,809.1,USD
INV0003328,S000264,C10227,2023-08-01,899.0,,0.0,899.0,USD
INV0003329,S000264,C10227,2023-09-01,899.0,PERCENT,134.85,764.15,USD
INV0003330,S000264,C10227,2023-10-01,899.0,AMOUNT,10.0,889.0,USD
INV0003331,S000264,C10227,2023-11-01,899.0,,0.0,899.0,USD
INV0003332,S000264,C10227,2023-12-01,899.0,PERCENT,179.8,719.2,USD
INV0003333,S000264,C10227,2024-01-01,899.0,PERCENT,134.85,764.15,USD
INV0003334,S000264,C10227,2024-02-01,899.0,PERCENT,134.85,764.15,USD
INV0003335,S000264,C10227,2024-03-01,899.0,,0.0,899.0,USD
INV0003336,S000264,C10227,2024-04-01,899.0,PERCENT,89.9,809.1,USD
INV0003337,S000264,C10227,2024-05-01,899.0,AMOUNT,15.0,884.0,USD
INV0003338,S000264,C10227,2024-06-01,899.0,AMOUNT,5.0,894.0,USD
INV0003339,S000264,C10227,2024-07-01,899.0,PERCENT,224.75,674.25,USD
INV0003340,S000264,C10227,2024-08-01,899.0,PERCENT,179.8,719.2,USD
INV0003341,S000264,C10227,2024-09-01,899.0,AMOUNT,25.0,874.0,USD
INV0003342,S000264,C10227,2024-10-01,899.0,AMOUNT,5.0,894.0,USD
INV0003343,S000264,C10227,2024-11-01,899.0,AMOUNT,25.0,874.0,USD
INV0003344,S000264,C10227,2024-12-01,899.0,AMOUNT,15.0,884.0,USD
INV0003345,S000264,C10227,2025-01-01,899.0,PERCENT,89.9,809.1,USD
INV0003346,S000264,C10227,2025-02-01,899.0,PERCENT,179.8,719.2,USD
INV0003347,S000264,C10227,2025-03-01,899.0,,0.0,899.0,USD
INV0003348,S000264,C10227,2025-04-01,899.0,PERCENT,89.9,809.1,USD
INV0003349,S000264,C10227,2025-05-01,899.0,PERCENT,89.9,809.1,USD
INV0003350,S000264,C10227,2025-06-01,899.0,PERCENT,89.9,809.1,USD
INV0003351,S000264,C10227,2025-07-01,899.0,PERCENT,89.9,809.1,USD
INV0003352,S000264,C10227,2025-08-01,899.0,,0.0,899.0,USD
INV0003353,S000264,C10227,2025-09-01,899.0,AMOUNT,10.0,889.0,USD
INV0003354,S000265,C10228,2023-02-01,49.0,,0.0,49.0,USD
INV0003355,S000265,C10228,2023-03-01,49.0,AMOUNT,15.0,34.0,USD
INV0003356,S000265,C10228,2023-04-01,49.0,,0.0,49.0,USD
INV0003357,S000265,C10228,2023-05-01,49.0,AMOUNT,25.0,24.0,USD
INV0003358,S000265,C10228,2023-06-01,49.0,AMOUNT,10.0,39.0,USD
INV0003359,S000265,C10228,2023-07-01,49.0,AMOUNT,5.0,44.0,USD
INV0003360,S000265,C10228,2023-08-01,49.0,,0.0,49.0,USD
INV0003361,S000265,C10228,2023-09-01,49.0,,0.0,49.0,USD
INV0003362,S000265,C10228,2023-10-01,49.0,,0.0,49.0,USD
INV0003363,S000265,C10228,2023-11-01,49.0,PERCENT,12.25,36.75,USD
INV0003364,S000265,C10228,2023-12-01,49.0,PERCENT,12.25,36.75,USD
INV0003365,S000265,C10228,2024-01-01,49.0,,0.0,49.0,USD
INV0003366,S000265,C10228,2024-02-01,49.0,PERCENT,7.35,41.65,USD
INV0003367,S000265,C10228,2024-03-01,49.0,AMOUNT,15.0,34.0,USD
INV0003368,S000265,C10228,2024-04-01,49.0,,0.0,49.0,USD
INV0003369,S000265,C10228,2024-05-01,49.0,PERCENT,12.25,36.75,USD
INV0003370,S000265,C10228,2024-06-01,49.0,AMOUNT,25.0,24.0,USD
INV0003371,S000265,C10228,2024-07-01,49.0,,0.0,49.0,USD
INV0003372,S000265,C10228,2024-08-01,49.0,,0.0,49.0,USD
INV0003373,S000265,C10228,2024-09-01,49.0,AMOUNT,25.0,24.0,USD
INV0003374,S000265,C10228,2024-10-01,49.0,,0.0,49.0,USD
INV0003375,S000265,C10228,2024-11-01,49.0,PERCENT,12.25,36.75,USD
INV0003376,S000265,C10228,2024-12-01,49.0,,0.0,49.0,USD
INV0003377,S000265,C10228,2025-01-01,49.0,,0.0,49.0,USD
INV0003378,S000265,C10228,2025-02-01,49.0,PERCENT,4.9,44.1,USD
INV0003379,S000265,C10228,2025-03-01,49.0,,0.0,49.0,USD
INV0003380,S000265,C10228,2025-04-01,49.0,,0.0,49.0,USD
INV0003381,S000265,C10228,2025-05-01,49.0,AMOUNT,5.0,44.0,USD
INV0003382,S000265,C10228,2025-06-01,49.0,,0.0,49.0,USD
INV0003383,S000265,C10228,2025-07-01,49.0,,0.0,49.0,USD
INV0003384,S000265,C10228,2025-08-01,49.0,AMOUNT,10.0,39.0,USD
INV0003385,S000265,C10228,2025-09-01,49.0,AMOUNT,25.0,24.0,USD
INV0003386,S000266,C10229,2025-07-01,899.0,,0.0,899.0,USD
INV0003387,S000266,C10229,2025-08-01,899.0,PERCENT,134.85,764.15,USD
INV0003388,S000266,C10229,2025-09-01,899.0,PERCENT,224.75,674.25,USD
INV0003389,S000267,C10230,2024-09-01,199.0,PERCENT,39.8,159.2,USD
INV0003390,S000267,C10230,2024-10-01,199.0,AMOUNT,25.0,174.0,USD
INV0003391,S000267,C10230,2024-11-01,199.0,PERCENT,29.85,169.15,USD
INV0003392,S000267,C10230,2024-12-01,199.0,,0.0,199.0,USD
INV0003393,S000267,C10230,2025-01-01,199.0,PERCENT,39.8,159.2,USD
